id,product_id,product_name,material_id,material_name,change_type,quantity,reference_type,reference_id,notes,user_id,created_at
912,,,,,adjustment,431,,,,1,2024-09-30T05:00:00
913,62,Trendy Lehenga,92,Ribbon - Satin,adjustment,190,,,Quality check,10,2025-03-19T18:00:00
914,,,,,in,37,purchase,397,,10,2025-07-04T12:00:00
915,161,Elegant Anarkali Dress,97,Tulle Fabric,in,-4,purchase,48,,10,2025-09-15T21:00:00
916,33,Basic Belt,,,in,446,purchase,402,,7,2024-06-01T09:00:00
917,,,35,Hanger - Wooden,out,219,sale,345,Damaged goods,11,2024-07-14T06:00:00
918,61,Oversized Rain Jacket,,,out,283,sale,276,Quality check,7,2025-01-14T03:00:00
919,130,Comfort Vest,47,Terry Cloth,out,94,sale,131,Stock adjustment,9,2024-06-28T09:00:00
920,35,Regular Fit Kurta,44,Net Fabric,in,-179,purchase,197,Stock adjustment,6,2025-04-05T08:00:00
921,42,Modern Salwar Suit,72,Knit Fabric,in,448,purchase,296,Return,10,2025-06-19T19:00:00
922,123,Traditional Shawl,2,Polyester Fabric,in,54,purchase,451,Quality check,5,2025-08-05T13:00:00
923,,,,,in,281,purchase,108,,5,2025-02-18T10:00:00
924,134,Premium Stole,,,out,-162,sale,64,Return,5,2025-08-29T18:00:00
925,117,Luxury Leather Jacket,,,in,81,purchase,282,Quality check,11,2024-10-18T23:00:00
926,111,Traditional Tank Top,69,Patch - Iron On,out,425,sale,265,Inventory count,1,2025-08-16T08:00:00
927,,,83,Buttons Pack - 12mm,out,-178,sale,359,,2,2025-03-19T18:00:00
928,22,Luxury Sweater,,,in,20,purchase,319,Inventory count,2,2025-06-20T08:00:00
929,92,Comfort Bathrobe,94,Lace - Cotton,in,133,purchase,201,Return,2,2024-01-01T20:00:00
930,6,Oversized Jeans,50,Leather - Synthetic,out,303,sale,373,Damaged goods,10,2025-11-09T09:00:00
931,53,Premium Blazer,,,adjustment,12,,,Quality check,10,2025-01-11T19:00:00
932,,,36,Polybag,out,131,sale,168,Return,7,2024-01-18T20:00:00
933,59,Classic Tote Bag,40,Sequins,out,-154,sale,439,Damaged goods,3,2024-05-18T22:00:00
934,,,69,Patch - Iron On,out,401,sale,223,Inventory count,2,2024-06-20T10:00:00
935,,,,,in,-143,purchase,491,Return,8,2025-11-29T07:00:00
936,,,,,out,108,sale,382,Quality check,4,2025-06-10T02:00:00
937,,,,,out,216,sale,332,Quality check,4,2025-07-26T01:00:00
938,,,,,in,-114,purchase,263,,8,2024-01-23T02:00:00
939,,,,,out,425,sale,296,,5,2025-10-26T06:00:00
940,95,Slim Fit Crop Top,,,adjustment,301,,,Quality check,8,2025-04-15T11:00:00
941,,,,,in,-50,purchase,457,Quality check,4,2024-02-22T06:00:00
942,55,Premium Stole,34,Hanger - Plastic,in,212,purchase,156,Quality check,4,2025-06-04T19:00:00
943,173,Regular Fit Skirt,26,Velcro Tape,in,27,purchase,54,Quality check,2,2025-01-14T14:00:00
944,13,Classic Top,29,Drawstring Cord,out,-73,sale,366,Damaged goods,6,2025-04-02T09:00:00
945,45,Casual Salwar Suit,18,Button - Plastic,out,197,sale,237,Inventory count,9,2024-09-07T12:00:00
946,,,71,Hook & Loop Tape,in,419,purchase,357,Damaged goods,8,2025-05-15T15:00:00
947,,,,,in,45,purchase,314,Return,3,2024-10-19T16:00:00
948,115,Luxury Leather Jacket,33,Tag - Plastic,out,-172,sale,182,Quality check,8,2024-09-02T15:00:00
949,7,Comfort Sling Bag,,,out,-47,sale,286,Quality check,8,2024-01-24T15:00:00
950,,,26,Velcro Tape,in,105,purchase,42,Return,8,2024-03-31T02:00:00
951,16,Formal Tie,8,Rayon Fabric,in,-167,purchase,334,,10,2025-10-20T22:00:00
952,,,51,Button - Brass,in,165,purchase,379,Stock adjustment,5,2025-06-02T04:00:00
953,,,,,adjustment,141,,,Quality check,6,2025-11-01T21:00:00
954,52,Comfort Tote Bag,17,Zipper - Plastic,in,221,purchase,176,,1,2025-03-16T01:00:00
955,,,95,Lace - Polyester,in,-120,purchase,239,Stock adjustment,5,2024-03-12T01:00:00
956,108,Premium Beanie,,,out,414,sale,386,Quality check,6,2025-09-04T16:00:00
957,175,Sporty Tank Top,65,Tassel,in,20,purchase,45,Quality check,7,2025-04-03T08:00:00
958,121,Designer Night Suit,12,Polyester Thread,in,322,purchase,160,Quality check,9,2025-10-20T20:00:00
959,,,94,Lace - Cotton,out,397,sale,343,Quality check,9,2025-02-25T12:00:00
960,190,Premium Salwar Suit,,,in,-64,purchase,363,Return,10,2025-01-12T12:00:00
961,,,9,Nylon Fabric,out,82,sale,192,Stock adjustment,4,2024-06-17T22:00:00
962,,,64,Chain - Plastic,in,232,purchase,374,Return,5,2024-10-19T00:00:00
963,,,23,Elastic Band,out,-41,sale,349,,6,2024-03-09T08:00:00
964,137,Basic Leather Jacket,,,in,-167,purchase,111,Damaged goods,8,2024-11-11T15:00:00
965,24,Slim Fit Anarkali Dress,,,in,312,purchase,110,Damaged goods,8,2024-12-13T05:00:00
966,,,,,in,-8,purchase,443,Damaged goods,5,2024-12-01T19:00:00
967,192,Regular Fit Stole,22,Hook & Eye,in,31,purchase,9,Stock adjustment,6,2025-05-31T15:00:00
968,175,Sporty Tank Top,53,Eyelet,in,223,purchase,276,Inventory count,5,2024-11-13T15:00:00
969,,,,,in,175,purchase,105,Stock adjustment,1,2024-03-19T16:00:00
970,51,Luxury Casual Shirt,,,in,228,purchase,182,,6,2024-11-21T17:00:00
971,135,Essential Blazer,47,Terry Cloth,in,453,purchase,487,,8,2024-06-20T22:00:00
972,,,80,Tweed Fabric,out,-141,sale,309,Damaged goods,11,2025-08-14T16:00:00
973,,,49,PVC Fabric,in,138,purchase,470,,7,2025-01-04T16:00:00
974,46,Contemporary Formal Shirt,,,out,10,sale,177,Stock adjustment,5,2024-04-09T18:00:00
975,24,Slim Fit Anarkali Dress,92,Ribbon - Satin,out,-158,sale,391,,5,2024-02-26T06:00:00
976,,,23,Elastic Band,out,119,sale,97,Return,10,2024-06-09T03:00:00
977,196,Contemporary Casual Shirt,76,Georgette Fabric,out,-96,sale,382,Return,3,2024-06-26T02:00:00
978,,,,,out,-111,sale,464,Quality check,2,2024-10-29T23:00:00
979,,,46,Fleece Fabric,in,171,purchase,128,,6,2024-07-19T01:00:00
980,,,38,Carton Box,in,-190,purchase,20,,11,2025-04-05T14:00:00
981,,,,,adjustment,217,,,Damaged goods,11,2025-01-04T19:00:00
982,190,Premium Salwar Suit,56,Snap Button,in,43,purchase,164,Damaged goods,2,2024-11-08T10:00:00
983,153,Traditional Shorts,19,Button - Metal,out,216,sale,380,Damaged goods,6,2025-09-20T19:00:00
984,176,Trendy Duffle Bag,,,in,432,purchase,29,Quality check,2,2024-04-15T00:00:00
985,165,Elegant Stole,,,adjustment,430,,,,9,2024-04-05T00:00:00
986,,,18,Button - Plastic,adjustment,-74,,,,7,2025-02-18T17:00:00
987,,,82,Denim Thread,out,311,sale,474,Quality check,3,2024-12-30T20:00:00
988,159,Traditional Waistcoat,49,PVC Fabric,adjustment,-51,,,Stock adjustment,11,2024-02-01T16:00:00
989,182,Classic Saree,,,in,-197,purchase,255,Stock adjustment,3,2024-01-12T11:00:00
990,163,Comfort Hat,82,Denim Thread,adjustment,160,,,,9,2025-05-19T04:00:00
991,181,Essential Tie,,,adjustment,-51,,,Inventory count,5,2024-02-01T01:00:00
992,189,Sporty Tie,,,out,-5,sale,174,,3,2025-07-23T14:00:00
993,,,,,out,-155,sale,180,,3,2024-12-05T21:00:00
994,103,Trendy Chinos,,,adjustment,189,,,,3,2024-02-14T09:00:00
995,,,39,Thread - Embroidery,in,288,purchase,135,Quality check,10,2024-09-26T14:00:00
996,6,Oversized Jeans,,,in,-115,purchase,22,Return,7,2025-10-11T16:00:00
997,53,Premium Blazer,,,out,198,sale,494,Return,7,2024-12-03T20:00:00
998,126,Designer Muffler,66,Fringe Trim,in,253,purchase,113,Quality check,10,2025-01-25T11:00:00
999,,,,,out,474,sale,425,,3,2024-02-23T13:00:00
1000,26,Regular Fit Vest,25,Ribbon,out,369,sale,12,Damaged goods,8,2025-01-26T00:00:00
